issue_date,target_ts,y_true,naive,lstm_p10,lstm_p50,lstm_p90,xgb_p10,xgb_p50,xgb_p90,tfm_p10,tfm_p50,tfm_p90
2026-03-01,2026-03-01 05:45:00+00:00,68.5,75.61,53.89232635498047,83.51573944091797,111.0167465209961,78.93145751953125,84.72176361083984,102.58330535888672,63.94755172729492,79.76850128173828,95.52631378173828
2026-03-01,2026-03-01 06:00:00+00:00,68.47,82.7,56.58495330810547,85.32861328125,114.16802978515625,73.90849304199219,82.77278137207031,103.53645324707031,68.0057601928711,83.302978515625,98.27967834472656
2026-03-01,2026-03-01 06:15:00+00:00,68.79,83.01,58.711753845214844,87.21981048583984,116.58021545410156,67.830810546875,84.9060287475586,103.86857604980469,71.74977111816406,87.50209045410156,101.9745864868164
2026-03-01,2026-03-01 06:30:00+00:00,67.35,75.75,60.10990905761719,88.59115600585938,118.17391967773438,77.83198547363281,85.4632339477539,103.28164672851562,73.87876892089844,90.01832580566406,104.99955749511719
2026-03-01,2026-03-01 06:45:00+00:00,55.38,63.7,60.81171417236328,89.31356048583984,118.86658477783203,77.81134033203125,83.9781494140625,98.40221405029297,73.90259552001953,90.04475402832031,106.73915100097656
2026-03-01,2026-03-01 07:00:00+00:00,66.89,82.97,62.090087890625,89.43536376953125,119.16455078125,66.29298400878906,84.6272201538086,99.988525390625,70.77815246582031,87.08580780029297,105.95716094970703
2026-03-01,2026-03-01 07:15:00+00:00,56.24,67.78,61.459716796875,88.39251708984375,117.468017578125,63.069156646728516,79.32528686523438,95.12300109863281,68.03287506103516,84.09394836425781,103.48008728027344
2026-03-01,2026-03-01 07:30:00+00:00,45.77,48.41,60.15252685546875,86.80677795410156,114.95537567138672,58.69698715209961,74.4754867553711,93.46145629882812,65.8765869140625,82.55313110351562,100.82064819335938
2026-03-01,2026-03-01 07:45:00+00:00,41.24,29.3,58.17713928222656,84.59846496582031,111.61651611328125,56.46156311035156,72.01791381835938,90.66735076904297,63.36326599121094,81.66535949707031,98.25115966796875
2026-03-01,2026-03-01 08:00:00+00:00,45.87,47.41,54.80958557128906,80.4720230102539,105.87997436523438,59.53120422363281,75.7881088256836,92.13101196289062,55.191802978515625,75.7494888305664,91.66276550292969
2026-03-01,2026-03-01 08:15:00+00:00,24.16,20.73,50.68238067626953,75.61190032958984,99.477783203125,49.87126159667969,68.99784088134766,82.1188735961914,49.978919982910156,71.9493637084961,88.83432006835938
2026-03-01,2026-03-01 08:30:00+00:00,9.79,3.04,46.332237243652344,70.66748046875,92.87976837158203,42.520957946777344,65.85842895507812,80.7314453125,43.870155334472656,65.73260498046875,85.16555786132812
2026-03-01,2026-03-01 08:45:00+00:00,0.1,0.01,41.88665008544922,65.7650375366211,86.34870910644531,37.00477600097656,58.67662048339844,77.92748260498047,38.795860290527344,59.668426513671875,80.35076141357422
2026-03-01,2026-03-01 09:00:00+00:00,0.87,0.0,33.20838928222656,58.98334503173828,77.83245086669922,10.54030990600586,51.7043571472168,75.04448699951172,28.4437255859375,47.776023864746094,70.18014526367188
2026-03-01,2026-03-01 09:15:00+00:00,0.0,0.0,27.63488006591797,53.374267578125,71.510009765625,8.779001235961914,45.19663619995117,70.88858032226562,25.99877166748047,46.19535827636719,68.07107543945312
2026-03-01,2026-03-01 09:30:00+00:00,-0.06,0.0,22.931732177734375,48.688568115234375,65.81452941894531,3.4524106979370117,37.45278549194336,68.97712707519531,23.008567810058594,44.32440185546875,66.54132080078125
2026-03-01,2026-03-01 09:45:00+00:00,-0.81,-0.04,19.075225830078125,44.94544982910156,61.16765213012695,-5.096564769744873,32.13216781616211,68.8317642211914,19.727340698242188,41.48706817626953,64.71017456054688
2026-03-01,2026-03-01 10:00:00+00:00,0.01,0.0,10.635604858398438,38.396324157714844,54.72456359863281,-6.202165126800537,27.868921279907227,64.16214752197266,9.525138854980469,30.9197998046875,55.28216552734375
2026-03-01,2026-03-01 10:15:00+00:00,0.0,-0.01,5.839714050292969,34.123138427734375,51.18743133544922,-7.685824394226074,25.153810501098633,64.16214752197266,6.903106689453125,27.67467498779297,51.43590545654297
2026-03-01,2026-03-01 10:30:00+00:00,-0.01,-0.02,2.3896102905273438,31.3521728515625,48.65888977050781,-8.393545150756836,21.329275131225586,64.30809020996094,6.326118469238281,27.280479431152344,49.09010314941406
2026-03-01,2026-03-01 10:45:00+00:00,-0.1,-0.08,-0.21955108642578125,29.26549530029297,46.67378234863281,-8.963069915771484,16.461374282836914,62.04511260986328,6.7265167236328125,28.66309356689453,48.51597595214844
2026-03-01,2026-03-01 11:00:00+00:00,-0.1,-0.02,-5.544883728027344,25.243606567382812,43.84199523925781,-9.009946823120117,17.66731834411621,61.73866271972656,5.595977783203125,28.621337890625,48.619537353515625
2026-03-01,2026-03-01 11:15:00+00:00,-0.11,-0.06,-8.303382873535156,23.106277465820312,42.92646789550781,-8.08867073059082,11.298340797424316,61.73866271972656,5.284568786621094,29.064735412597656,50.13153839111328
2026-03-01,2026-03-01 11:30:00+00:00,-0.25,-0.28,-10.333518981933594,21.490478515625,42.018898010253906,-10.206216812133789,6.193585395812988,57.568756103515625,3.58001708984375,27.15972137451172,50.143463134765625
2026-03-01,2026-03-01 11:45:00+00:00,-1.0,-0.65,-11.757118225097656,20.419784545898438,41.539268493652344,-9.77459716796875,8.941094398498535,57.568756103515625,1.5648193359375,24.479202270507812,48.84931182861328
2026-03-01,2026-03-01 12:00:00+00:00,-1.01,-0.27,-11.466255187988281,20.35076904296875,41.372032165527344,-7.647591590881348,7.181295871734619,56.681175231933594,0.46991729736328125,22.771339416503906,46.852455139160156
2026-03-01,2026-03-01 12:15:00+00:00,-1.03,-0.48,-11.025520324707031,20.452491760253906,42.25182342529297,-7.865689277648926,4.19324254989624,56.681175231933594,0.293701171875,23.089431762695312,46.455535888671875
2026-03-01,2026-03-01 12:30:00+00:00,-1.0,-0.09,-10.375419616699219,21.056106567382812,43.521583557128906,-13.093965530395508,3.826551675796509,56.681175231933594,1.1121444702148438,24.797821044921875,47.44695281982422
2026-03-01,2026-03-01 12:45:00+00:00,-0.11,-0.05,-9.590034484863281,21.979339599609375,45.135536193847656,-8.978612899780273,4.637819290161133,57.9881591796875,1.7882003784179688,25.857940673828125,48.655731201171875
2026-03-01,2026-03-01 13:00:00+00:00,-1.0,-0.03,-5.163536071777344,24.73217010498047,47.296051025390625,-9.585620880126953,10.837384223937988,61.73866271972656,4.752525329589844,28.21941375732422,50.38512420654297
2026-03-01,2026-03-01 13:15:00+00:00,-0.06,-0.01,-2.522125244140625,27.39105224609375,50.53443145751953,-9.267250061035156,11.272911071777344,64.16214752197266,5.778327941894531,27.947006225585938,50.31842041015625
2026-03-01,2026-03-01 13:30:00+00:00,0.0,0.0,0.07657623291015625,30.117172241210938,54.15446472167969,-7.045523643493652,13.023575782775879,64.16214752197266,7.5955047607421875,28.252670288085938,49.68694305419922
2026-03-01,2026-03-01 13:45:00+00:00,1.04,0.01,3.4288711547851562,34.312713623046875,59.27726745605469,-2.7179670333862305,22.746110916137695,68.8317642211914,13.254486083984375,33.835113525390625,52.96624755859375
2026-03-01,2026-03-01 14:00:00+00:00,0.0,0.0,11.202476501464844,41.476280212402344,66.28822326660156,2.1895198822021484,32.198055267333984,69.69102478027344,23.379066467285156,44.1844482421875,60.459014892578125
2026-03-01,2026-03-01 14:15:00+00:00,0.12,0.07,17.690589904785156,48.25861358642578,74.23694610595703,7.566336631774902,42.28445053100586,74.88290405273438,29.610450744628906,50.99711608886719,66.63215637207031
2026-03-01,2026-03-01 14:30:00+00:00,33.61,10.05,24.396209716796875,55.570343017578125,82.97630310058594,29.488834381103516,53.19797897338867,81.87277221679688,34.449989318847656,55.747520446777344,72.90130615234375
2026-03-01,2026-03-01 14:45:00+00:00,70.08,49.33,31.510887145996094,63.697288513183594,92.65873718261719,50.636924743652344,65.72550201416016,86.96804809570312,39.042152404785156,59.348487854003906,78.18151092529297
2026-03-01,2026-03-01 15:00:00+00:00,37.31,33.96,43.548851013183594,74.59284973144531,103.835693359375,59.50288391113281,70.35198974609375,91.89291381835938,51.28324890136719,68.60581970214844,88.67240142822266
2026-03-01,2026-03-01 15:15:00+00:00,62.4,58.41,53.085105895996094,84.81974029541016,115.68574523925781,68.95144653320312,77.71500396728516,96.5326919555664,59.16612243652344,76.13514709472656,97.37588500976562
2026-03-01,2026-03-01 15:30:00+00:00,94.66,80.33,62.732261657714844,95.62017822265625,128.8166046142578,82.4365463256836,91.38639831542969,105.1102066040039,67.92247009277344,84.62565612792969,106.788330078125
2026-03-01,2026-03-01 15:45:00+00:00,104.99,89.89,72.1741943359375,106.34384155273438,142.541259765625,90.59272766113281,102.0202865600586,112.0479736328125,75.15278625488281,92.64653015136719,116.08470153808594
2026-03-01,2026-03-01 16:00:00+00:00,92.01,75.05,83.79978942871094,117.53431701660156,156.0175018310547,84.30487060546875,91.10101318359375,105.45416259765625,88.51579284667969,105.21281433105469,129.8496551513672
2026-03-01,2026-03-01 16:15:00+00:00,100.03,83.1,91.810546875,126.53756713867188,168.0919952392578,88.78142547607422,98.30809020996094,115.42054748535156,90.89264678955078,107.46770477294922,132.9392547607422
2026-03-01,2026-03-01 16:30:00+00:00,110.0,96.59,98.32431030273438,133.59161376953125,178.50811767578125,90.77066802978516,103.37828063964844,121.60871887207031,92.34260559082031,108.90303802490234,134.9469451904297
2026-03-01,2026-03-01 16:45:00+00:00,113.0,105.0,103.51126098632812,139.13377380371094,187.2750701904297,99.2318115234375,118.08474731445312,131.1905975341797,94.48434448242188,111.47547912597656,137.53953552246094
2026-03-01,2026-03-01 17:00:00+00:00,108.05,97.21,107.8456802368164,147.33343505859375,196.445068359375,92.54698181152344,110.37489318847656,123.77526092529297,109.54448699951172,127.21672058105469,152.58888244628906
2026-03-01,2026-03-01 17:15:00+00:00,109.84,96.32,110.80657958984375,152.06207275390625,201.28053283691406,96.96800231933594,116.44891357421875,131.23760986328125,110.89234924316406,130.3399200439453,154.74058532714844
2026-03-01,2026-03-01 17:30:00+00:00,113.06,96.36,112.53719329833984,154.04891967773438,203.58843994140625,93.36476135253906,113.15483093261719,126.03416442871094,110.68994903564453,131.98611450195312,155.95994567871094
2026-03-01,2026-03-01 17:45:00+00:00,109.86,90.88,113.1193618774414,154.01927185058594,203.76144409179688,92.66476440429688,107.52491760253906,122.47742462158203,108.792724609375,131.28414916992188,156.42750549316406
2026-03-01,2026-03-01 18:00:00+00:00,104.64,92.25,110.37557983398438,149.49847412109375,198.8309326171875,93.3957290649414,106.59535217285156,121.54098510742188,107.65644836425781,129.05630493164062,154.0579833984375
