issue_date,da_mae_model,da_mae_naive,id_mae_model,id_mae_naive,da_coverage,id_coverage,da_oracle_pnl,da_naive_pnl,da_model_pnl,id_oracle_pnl,id_naive_pnl,id_model_pnl
2026-04-11,15.289990665068231,91.03395833333333,12.971333477000394,86.83333333333333,0.6875,0.75,9017.9225,-1987.9674999999993,8944.784999999998,6879.650000000001,-3934.4199999999996,6773.532499999999
2026-04-12,25.98083841641744,50.661249999999995,21.148773357073466,48.00208333333334,0.5208333333333334,0.71875,6586.634999999998,3222.23,4674.8875,6444.7474999999995,2408.995,5219.505000000001
2026-04-13,26.166973056793214,48.014895833333334,27.721500504811605,51.92979166666667,0.5104166666666666,0.6145833333333334,2580.7400000000025,1449.432499999999,1835.1775000000016,2114.8100000000004,678.4925000000012,1318.505000000001
2026-04-14,22.258191518783565,14.71625,26.79560018539429,17.441354166666667,0.4270833333333333,0.4583333333333333,3609.2974999999997,3289.345000000001,3362.4625000000015,3556.255000000001,2891.0800000000027,3230.4625000000015
2026-04-15,6.917713727951049,22.73302083333333,8.498463754653931,22.479479166666664,0.96875,0.9791666666666666,4519.4025,3757.2675,4459.7775,4335.5625,3477.6925,4274.925
2026-04-16,9.728897182146708,10.057083333333333,11.845269749959312,10.243437499999999,0.8333333333333334,1.0,4708.795,4663.522500000001,4643.935000000001,4598.235000000001,4548.125000000002,4555.740000000002
2026-04-17,10.157171815236408,13.253125000000002,10.180380854606627,11.242395833333333,0.8958333333333334,0.9270833333333334,5297.6050000000005,5158.387499999999,5143.219999999999,4545.0625,4341.972499999999,4405.359999999999
2026-04-18,8.16640026918302,21.96822916666667,10.919965607722597,17.944791666666667,0.9166666666666666,0.9583333333333334,6799.102500000001,6108.6449999999995,6736.8225,5035.875,4471.2,4891.5225
2026-04-19,8.098974236305802,11.949166666666665,12.591125169793765,10.206666666666665,0.9791666666666666,0.9375,6013.5725,5798.625,5807.620000000001,4870.3225,4699.775000000001,4300.072499999999
2026-04-20,17.85552129507065,21.22791666666667,25.293510788281754,16.518958333333334,0.7604166666666666,0.6354166666666666,4051.2000000000003,3213.1475000000005,3928.6800000000003,4051.2000000000003,3213.1475000000005,3873.0524999999993
2026-04-21,14.581149715979896,19.0415625,15.68636534611384,17.3146875,0.8541666666666666,0.9375,7084.9125,6976.3175,6864.277500000001,6670.462500000001,6561.8675,6525.052500000001
2026-04-22,8.607593339383602,11.206979166666665,11.095115414162477,10.643645833333332,0.90625,0.9375,8136.610000000001,8078.425,8015.6050000000005,7365.7625,7287.7300000000005,7163.142500000001
2026-04-23,15.580019425998131,14.512187499999998,17.981717406312626,10.39625,0.8020833333333334,0.6979166666666666,8288.202500000001,8274.635,8104.325000000001,6422.987499999999,6331.994999999998,6213.4425
2026-04-24,17.81901099150379,12.1159375,22.137876180509725,7.0690624999999985,0.5520833333333334,0.5729166666666666,8208.1425,8187.760000000001,8070.4875,7006.05,6941.8475,6778.430000000001
2026-04-25,34.77908003204813,60.01958333333332,17.044581931928793,46.6146875,0.7291666666666666,0.7604166666666666,12088.2525,10658.8475,12058.4225,5496.4025,4280.25,4916.895
2026-04-26,74.08515170071895,59.790312500000006,16.690608114997545,36.48520833333333,0.375,0.6666666666666666,22489.420000000002,19609.432500000003,22473.8725,7401.045,6424.74,7379.822499999999
2026-04-27,16.08470295151075,97.10197916666668,17.960102032820384,37.861041666666665,0.7916666666666666,0.8333333333333334,8426.8225,7515.6625,8375.297499999999,7524.5975,6296.8125,7357.2874999999985
2026-04-28,14.293850048184396,27.749374999999997,20.394809280534584,24.9909375,0.75,0.7395833333333334,7503.592500000001,7370.147500000001,7411.85,5964.392500000001,5791.672500000001,5829.515
2026-04-29,16.752297924806673,12.616979166666665,21.115040119389693,11.638958333333333,0.6354166666666666,0.5520833333333334,9338.122500000001,9266.302500000002,9210.052500000002,7691.594999999999,7575.072499999999,7504.215
2026-04-30,14.216162998825311,11.136458333333335,19.54119068215291,9.176562500000001,0.75,0.6666666666666666,8760.725,8716.045,8688.535,8123.317499999999,8070.375,7889.175
